"DetailID","RiskSourceDet","txtDetCompositeWeight","BUManagerDet","OSVendorDet","txtLocation","Threat","Risk","Mitigations","Response","Customers","Impact","Controls","ControlsWeight","PolicyRate","PolicyWeight","InherentRisk","VendorRisk","VendorRiskWeight","MarketRisk","MarketRiskWeight","OperationalRisk","OperationalRiskWeight","ComplianceRisk","ComplianceRiskWeight","StrategicRisk","StrategicRiskWeight","ReputationRisk","ReputationRiskWeight","CreditRisk","CreditRiskWeight","FiduciaryRisk","FiduciaryRiskWeight","RegulatoryLegalRisk","RegulatoryLegalRiskWeight","HumanResourceRisk","HumanResourceRiskWeight","CompositeRisk","RiskRating","ReviewDate","BSARisk","RegulatoryRisk","CISPRisk","AuditRisk","ComplianceRiskCK","RedFlagRisk","Outsourced","RiskManagerDet","RiskManager2Det","RiskManager3Det","RiskManager4Det","PolicyDet","Policy2Det","Policy3Det","Policy4Det","FrequencyDet","PriorRating","IntPriorRating","Comments","Trend","LastReviewer","PriorRatingCalc","RiskTypeDet","Required","calInherentRiskRating","txtAuditReviewFreq","nbrVendorIRR","dteLastAudit","dteNextAudit","memAuditComments"
285,"BSA/AML",4.00,"Retail Services",,"All Locations","Any account transactions increase the risk of fraud or identity theft.   Customers may conceal money laundering or structuring through a variety of structuring, kiting, wire transfer, or ACH activities.  Customers may commit ID theft to conceal the location of funds from the Bank and government authorities such as the IRS.  Customers may attempt to initiate unauthorized transactions to international communities using wire or ACH transactions.  Bank personnel may not be experienced or trained enough to recognize complex money laundering schemes.  New accounts personnel may not recognize money servicing businesses (MSB) and may open an account without all required CIP documentation.  Customers may attempt to initiate prohibited transactions through mobile banking, remote deposit capture, cash management or internet banking services to avoid detection.","BSA / AML Quantity of Risk Matrix"," The Bank has minimal transactions with high-risk geographic locations.  The bank offers limited domestic private bankingservices or trust and asset management products or services over which the bank has investment discretion.  All banking products (gift cards, remote deposit capture, ACH, Wire, Internet Banking, and mobile banking) are reviewed in conglomerate to catch possible structuring, kiting, or other illegal activities.  MSB documentation and CTR exemptions are reviewed annually.  The Bank conducts annual CIP training to ensure customer service representatives are able to properly document new accounts and recognize requirements for consumer/commerical account opening.  Internal audit reviews are conducted annually.  Thee bank also contracts for an annual BSA/AML audit by an independent third party.","Notify security officer and convene incident response team.  Evaluate compromise results and consider customer/public notification as necessary.  Document issues to prevent future recurrence.  Notify appropriate government, regulatory, and law enforcement officials as appropriate.",2.50,4.25,1.00,1.00,1.00,1.00,4.50,4.25,1.00,2.00,1.00,4.50,1.00,4.75,1.00,2.00,1.00,4.00,1.00,2.75,1.00,2.50,1.00,3.75,1.00,2.50,1.00,3.30,3.63,1/6/2011 11:27:29,1,0,0,0,1,1,0,"Tonya Weaver","Terri Coleman",,,"Bank Secrecy Act Policy","Anti-Money Laundering Policy",,,"Annual",3.63,3.63,,"Threat Unchanged","mdt",,"Compliance Risk",,3.63,,,,,
338,"ACH",5.00,"Information Technology","First Data - FundsXpress","Operations Center","Bank incurs the risk of corporate account takeover when thieves gain control of a business' bank account by stealing the business' valid online banking credentials. The most prevalent theft involves malware that infects a business computer workstations and laptops.   Once installed, the malware provides the information that enables the cyber thieves to impersonate the business in online banking sessions.  To the Bank, the credentials look just like the legitimate user.  The cyber thieves use the sessions to initiate these funds transfers to the bank accounts of associates within the U.S.  These accounts may be newly opened by accomplices or unwitting money mules for the express purpose of receiving and laundering these funds.  The accomplices or mules withdraw the entire balances shortly after receiving the money, and then send the funds overseas via over the counter wire transfer or other common money transfer services. The corporate account takeover scheme relies on money mules for the final transfer of funds out of the U.S.","ACH Operations - Corporate Account Takeover","Bank personnel review ACH accounts for the following activities which may preclude an account takeover:   
1.  A new account opened by an individual consumer with a small deposit, followed shortly by one or more large deposits by ACH credit or wire transfer;  
2. An existing account with a sudden increase in the number and dollar amount of deposits by ACH credit or wire transfer; 
3. A new or existing account that withdraws a large amount of cash shortly after a large deposit by ACH credit or wire transfer (often 5 to 10 percent less than the deposit because the mule has withheld a commission).   

Additionally, The Bank has implemented the following measures to mitigate the risk of corporate account takeovers:  
1. Multi-factor and multi-channel authentication for business accounts that are permitted to initiate funds transfers;  
2. Require business customers to initiate payments under dual control, with distinct responsibility for transaction origination and authorization; 
3. Enable out of band confirmation of payment initiation, or for out of pattern payments;   
4. Provide out of band alerts for unusual activity (red flag reports);  
5. Establish and monitor exposure limits that are related to customers activities;
6. Use of all available fraud detection and risk management services for its ACH operators (such as a threshold or a cap on ACH credit origination that alerts personnel to irregular origination activity);  
7. Educate business customers on a periodic basis regarding the prevention, detection and reporting measures, including, but not limited to, instructing them to: 
     A. Initiate ACH and other transfer payments under dual control when possible (such as one person authorizes the creation of the payment file while a second person authorizes the release of the file);  
     B. Ensure that all anti-virus and security software and mechanisms for all computer workstations and laptops that are used for online banking and payments are robust and up to date;  
     C. When possible, restrict functions for computer workstations and laptops that are used for online banking and payments (such as a workstation used for online banking should not be used for general web browsing and social networking).  A better solution is to conduct online banking and payments activity from a dedicated computer that is not used for other online activity, and/or is not connected to an internal network;  
     D. Monitor and reconcile accounts on a daily basis to recognize fraudulent activity as soon as possible; and 
     E. Utilize routine and red flag reporting (i.e., alerts about unusual activity) for transaction activity.","Convene incident response team with specialists/experts to determine the reasons for the compromise.  Consider involvement of customers, other departments, and outside services such as consultants and law enforcement as necessary.  Verify and document the corporate account transactions.",4.50,4.25,0.75,1.00,0.75,1.00,3.25,3.25,3.00,2.00,1.00,3.00,1.00,2.50,1.00,1.75,1.00,4.00,1.00,3.00,1.00,1.50,1.00,1.75,1.00,1.00,1.00,2.52,2.72,4/11/2011 0:00:00,0,1,0,0,0,0,1,"Kathy Zolman","Terri Coleman",,,"Automated Clearing House Policy",,,,"Annual",2.68,2.72,"Threat increasing due to the current amount of malware currently in the system.  FundsXpress anticipates token access support by Q2 2011 which will help mitigate this threat.","Threat Increasing","mdt",,"Reputational Risk",,3.63,,,,,
339,"ACH",1.00,"Information Technology",,"Operations Center","Internet or telephone operations:  ODFI authorizing a TPSP to send ACH files directly to an ACH Operator, in essence bypassing the ODFI.  ACH transactions can be used in the layering and integration stages of money laundering","ACH Internet or Telephone Based Transactions","The Bank's BSA/AML Policy will provide the following controls: 
1. Identifying customers with frequent and large ACH transactions; 
2. Monitoring ACH detail activity when the batch processed transactions are separated for other purposes (e.g., processing errors);
3. Applying increased due diligence for International ACH Transactions, including domestic transactions that are initiated by an international messaging system when the originator is based in a foreign country; 
4. Identifying ACH transactions that the Bank originates to foreign financial institutions, particularly to high risk geographic locations; and 
5. Using methods to track, review, and investigate customer complaints regarding fraudulent or duplicate ACH transactions. Additionally, all ACH customers are reviewed in the Bank's CDD requirements of the Banks CUSTOMER IDENTIFICATION PROGRAM POLICY.  The Bank will establish an agreement with the TPSP that delineates general TPSP guidelines, such as compliance with ACH operating requirements and responsibilities, and meeting other applicable state and federal regulations.","Convene incident response team with specialists/experts to determine the reasons for the compromise.  Consider involvement of customers, other departments, and outside services such as consultants and law enforcement as necessary.  Verify system integrity and make determination of system security prior to allowing continuance of operations.",4.00,3.00,0.75,1.00,0.75,1.00,3.10,3.00,1.00,2.75,1.00,3.00,1.00,2.75,1.00,2.00,1.00,3.00,1.00,2.50,1.00,1.75,1.00,2.75,1.00,1.00,1.00,2.45,2.35,1/6/2011 11:27:29,1,1,0,0,0,1,0,"Kathy Zolman","Terri Coleman",,,"Automated Clearing House Policy",,,,"Annual",2.35,2.35,,"Threat Unchanged","mdt",,"Reputational Risk",,3.13,,,,,
341,"ACH",1.00,"Information Technology",,"Main Office - Operations Center","The risk that a party to a transaction will be unable to provide the necessary funds for settlement to occur.  ODFI incurs credit risk upon initiating the entries until its customer funds the account at settlement.  ODFI exposure = Period of time between the initiation of ACH credit file until the company funds the  account (up to 2 days).  The  Amount of risk based on the file size.","ACH Credit Operations with the Bank as ODFI","Bank has implemented Board approved ACH credit risk controls that establish underwriting standards that define the types of businesses permitted for ACH transactions, require annual analysis of originators creditworthiness, and set appropriate credit exposure limits.  Controls also include customer rating process.","Convene incident response team with specialists/experts to determine the reasons for the compromise.  Consider involvement of customers, other departments, and outside services such as consultants and law enforcement as necessary.",3.25,3.75,0.25,1.00,0.50,1.00,3.50,2.50,1.00,2.50,1.00,4.25,2.00,2.50,1.00,1.25,1.00,3.75,2.00,3.25,1.00,2.00,1.00,2.50,1.00,1.00,1.00,2.79,1.24,1/6/2011 0:00:00,0,1,0,0,0,0,0,"Kathy Zolman","Terri Coleman",,,"Automated Clearing House Policy",,,,"Annual",1.24,1.24,,"Threat Unchanged","mlt",,"Operational Risk",,3.32,,,,,
342,"ACH",1.00,"Information Technology",,"Main Office - Operations Center","The risk that a party to a transaction will be unable to provide the necessary funds for settlement to occur.  RDFI incurs credit risk if it grants its customer funds availability prior to settlement of the credit entry.","ACH Credit Operations with the Bank as RDFI","Bank has implemented ACH credit risk controls that establish underwriting standards, require analysis of customers creditworthiness, and set appropriate credit exposure limits.  Controls also include customer rating process.","Convene incident response team with specialists/experts to determine the reasons for the compromise.  Consider involvement of customers, other departments, and outside services such as consultants and law enforcement as necessary.",3.50,3.00,0.75,1.00,0.75,1.00,2.40,2.00,1.00,2.00,1.00,3.25,1.00,2.50,1.00,1.50,1.00,3.25,2.00,2.00,1.00,1.50,1.00,2.50,1.00,1.00,1.00,2.25,2.09,1/6/2011 11:27:29,0,1,0,0,0,0,0,"Kathy Zolman","Terri Coleman",,,"Automated Clearing House Policy",,,,"Annual",2.09,2.09,,"Threat Unchanged","mdt",,"Operational Risk",,2.78,,,,,
343,"ACH",1.00,"Information Technology",,"Main Office - Operations Center","The risk that a party to a transaction will be unable to provide the necessary funds for settlement to occur.  ODFI incurs credit risk upon initiating the entries until its customer funds the account at settlement.  Date funds are available to Originator until debits can no longer be returned by RDFI (up to 60 days from settlement for unauthorized OR can be 2 banking days for NSF/uncollected funds)","ACH Debit Operations with the Bank as ODFI"," Bank has implemented ACH credit risk controls that establish underwriting standards, require analysis of originators creditworthiness, and set appropriate credit exposure limits.  Controls also include customer rating process.","Convene incident response team with specialists/experts to determine the reasons for the compromise.  Consider involvement of customers, other departments, and outside services such as consultants and law enforcement as necessary.",3.25,3.00,0.75,1.00,0.75,1.00,3.25,2.75,1.00,2.00,1.00,2.75,1.00,2.75,1.00,2.00,1.00,3.00,1.00,2.50,1.00,1.75,1.00,2.25,1.00,1.50,1.00,2.32,2.21,1/6/2011 11:27:29,0,1,0,0,0,0,0,"Kathy Zolman","Terri Coleman",,,"Automated Clearing House Policy",,,,"Annual",2.21,2.21,,"Threat Unchanged","mdt",,"Reputational Risk",,2.95,,,,,
344,"ACH",1.00,"Information Technology",,"Main Office - Operations Center","The risk that a party to a transaction will be unable to provide the necessary funds for settlement to occur.  RDFIs credit risk from a debit entry arises if it allows the debit to post and overdraw its customers account.","ACH Debit Operations with the Bank as RDFI"," Bank has implemented ACH credit risk controls that establish underwriting standards, require analysis of originators creditworthiness, and set appropriate credit exposure limits.  Controls also include customer rating process.","Convene incident response team with specialists/experts to determine the reasons for the compromise.  Consider involvement of customers, other departments, and outside services such as consultants and law enforcement as necessary.",3.50,3.00,0.75,1.00,0.75,1.00,2.30,2.90,1.00,2.50,1.00,3.25,1.00,2.75,1.00,1.50,1.00,3.00,1.00,2.50,1.00,1.75,1.00,2.50,1.00,1.00,1.00,2.36,2.09,1/6/2011 11:27:29,0,1,0,0,0,0,0,"Kathy Zolman","Terri Coleman",,,"Automated Clearing House Policy",,,,"Annual",2.09,2.09,,"Threat Unchanged","mdt",,"Operational Risk",,2.79,,,,,
346,"ACH",5.00,"Information Technology",,"Operations Center","The Bank could incur risk due to the compromise or failure of a key third party vendor.","ACH Third Party Service Providers","The Bank's vendor management program will include senior management and directorate review.  Privacy, confidentiality, hiring practices, background checks, DR Plans, internal controls, and financial statements will be part of the documented annual review.  Vendor selection will be based on documented due diligence reviews of vendors and the technology service provider guidance provided by the FFIEC.  Business critical vendors and companies are monitored under the Bank's vendor management system.","Convene incident response team to determine proper activities to undertake to check the status of any third party providers.  The team will verify if the third party service provider failure is widespread or an isolated incident.  Review third party documentation to ensure proper diligence is still in place prior to to deciding to continue to use this provider.",3.00,3.00,0.75,1.00,0.75,1.00,2.50,3.50,1.00,2.00,1.00,2.50,1.00,2.75,1.00,1.75,1.00,3.00,1.00,2.00,1.00,2.00,1.00,2.50,1.00,1.00,1.00,2.30,2.02,1/6/2011 11:27:29,0,1,0,0,0,0,0,"Kathy Zolman","Terri Coleman",,,"Automated Clearing House Policy",,,,"Annual",2.02,2.02,,"Threat Unchanged","mdt",,"Vendor Risk",,2.70,,,,,
347,"ACH",1.00,"Information Technology",,"Main Office - Operations Center","The Bank could incur risk due to the inability or unwillingness of one participant in a clearing and settlement network to settle its commitments will cause other network participants to be unable to settle their commitments.  Such a chain of events could undermine confidence in the nations payments system and therefore systemic risk of serious concern.","ACH Systemic Risk","The Federal Reserve Bank has established risk procedures which help minimize the possibility of a DFI failing due to ACH exposures.  DFI that are critical to the Bank are monitored under the Bank's vendor management system.","Convene incident response team with specialists/experts to determine the reasons for the compromise.  Consider involvement of customers, other departments, and outside services such as consultants and law enforcement as necessary.",3.75,3.00,0.75,1.00,0.75,1.00,3.20,3.25,1.00,1.75,1.00,2.50,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.25,1.00,1.00,1.00,1.00,1.00,1.57,2.16,1/6/2011 0:00:00,0,1,0,0,0,0,0,"Kathy Zolman","Terri Coleman",,,"Automated Clearing House Policy",,,,"Annual",2.16,2.16,,"Threat Unchanged","mdt",,"Vendor Risk",,2.88,,,,,
348,"ACH",5.00,"Information Technology",,"Operations Center","The Bank could incur the risk that actions or events that take place involving the institution will affect the Bank's reputation.    Bank can incur risks from hardware, software, telelecommunications and power failure.  Other risks are from:  Human error,  Late returns, Timeliness of reconciliation, Aged items, Out of balance conditions, Staffing problems, Lack of training, and sick or vacationing staff.   Additionally, ACH data may be compromised through:
Introduction of false transactions
Alteration of valid transactions
Alteration of data that controls the routing or settlement of valid ACH transactions.  
Bank incurs risk of lack of dual control, lack of system confidentiality, employee access to transactions, and lack of data security. Fraud may be committed by disgruntled or dishonest employees,","ACH Transactions (All)","Bank Management will work to ensure the entire ACH program is part of the Bank's strategic plan.  Annual reviews, audits and exams will help to maintain the program with integrity.  Bank will maintain NACHA membership to have a conduit to provide input to NACHA rules and receive timely rule updates.  Bank also reduces this risk with reliable equipment, regular maintenance of equipment, adequate backup available.  Detection and correction of bugs in software.  Diagnostic tools, backup modes of transmissions.  UPS systems, backup procedures in event of power failure.  Good supervision of employees and actions, crosstraining for all operations staff, and regualr external audits.  Tested Disaster recovery plans.  Corruption of ACH Data is mitigated by secure storage and limited access, backup copies and audit trails, file accountability and balancing.  The Bank's control and reset of user authentication is controlled and monitored by the IT Operations Policy and CISP risk assessment.  The Bank minimizes and segregates ACH staff and limits access to various maintenance and transaction support functions.  ACH operations staff only accepts data from properly authenticated sources and provide a secure communication channel for all critical or confidential data.  The Bank identifies confidential or critical data used in ACH operations and ensures that proper storage and disposal practices are used.  Key practices include purging data from online applications, encrypting data, and destroying trace data from any media.  ACH origination customers are required to complete an ODFI agreement.  Personnel stays up to date with NACHA rule changes.  ACH reconciliations are prepared correctly and timely.  1.  ACH origination customers are required to complete an ODFI agreement.  2.  Exposure limits are set for each Originator and are reviewed annually.  3.  ACH staff meets funds availability deadlines.  4.  ACH staff follows proper handling and posting procedures.
1.  Written ACH Policy.  2.  Limited access.  3.  Backup and recovery procedures.  4.  Reconciliation.  5.  Balancing and settlement.  6.  Separation of duties.  7.  Contingency Plans.
1.  Segregation of duties.  2.  Limited access.  3.  Data security.  4.  Know your customer practices.","Convene incident response team with specialists/experts to determine the reasons for the compromise.  Consider involvement of customers, other departments, and outside services such as consultants and law enforcement as necessary.",3.00,3.00,0.75,1.00,0.75,1.00,2.50,2.00,2.00,1.75,1.00,2.50,1.00,2.25,2.00,1.75,1.00,3.00,1.00,2.50,1.00,2.00,1.00,2.50,1.00,1.75,1.00,2.18,2.00,1/6/2011 0:00:00,0,1,0,0,0,0,0,"Kathy Zolman","Terri Coleman",,,"Automated Clearing House Policy",,,,"Annual",2.00,2.00,,"Threat Unchanged","mlt",,"Reputational Risk",,2.67,"Audit",,,,
352,"Interest Rate Risk",2.00,"ALCO Committee",,"Accounting","Market Risk is the risk to earnings and capital arising from changes in market factors (e.g. interest rates, market liquidity, volatilities, etc.) that effect the value of traded instruments, loans and deposits.","Market Risk","The bank's Asset Liability Management Committee monitors market risk of the banks assets and liabilities.
The bank uses FTN Financial who uses the Sendero Model to calculate various interest rate risk reports, including the Economic Value of Equity(EVE).  The EVE calculates the value of the equity of the company and values the equity of the company under different interest rate shocks.  The most current value at  9/30/2010 shows a value of $351 million and the rate shocks shows the equity change to be within policy.","Current securities portfolio has a market gain of $2,837,542.  Please note the bank intends to hold these securities to maturity and will have no gain or loss on these securities.  Generally speaking if rates rise - market value goes down and if rates fall - market value goes up.  Reviews by bank senior management and incident response team to provide change of direction in bank approach.",2.50,3.00,0.50,1.00,0.50,1.00,3.25,2.50,1.00,2.50,1.00,3.25,1.00,3.50,1.00,2.00,1.00,2.75,1.00,3.25,1.00,1.00,1.00,1.50,1.00,1.00,1.00,2.32,1.38,1/7/2011 0:00:00,0,0,0,0,0,0,0,"Tommy White",,,,"Investment Policy",,,,"Annual",1.38,1.38,,"Threat Unchanged","MDT",,"Compliance Risk",,2.76,,,,,
367,"Fair Lending",3.00,"Compliance",,"All locations","Fair Lending compliants and litigation","Level of compliance (history of violations)","Internal Audit - Completed on a quarterly basis by markets; External Analysis performed 8/27/10 using 2009 HMDA.","Last regulatory examination - CRA Data Accuracy.  Resubmitted Data August, 2010.  Issue Resolved.  Compliance committee will meet to review compliance violations and make corrections or resubmit reports as necessary.",3.50,3.75,0.50,1.00,0.50,1.00,3.00,2.00,1.00,2.00,1.00,4.00,1.00,4.25,1.00,2.00,1.00,4.25,1.00,3.50,1.00,1.50,1.00,3.75,1.00,1.00,1.00,2.82,1.63,1/7/2011 0:00:00,0,1,0,0,1,0,0,"Carol Ann Howard",,,,"Loan Policy",,,,"Annual",1.63,1.63,,"Threat Unchanged","MDT",,"Compliance Risk",,3.26,,,,,
368,"Fair Lending",3.00,"Compliance",,"All Locations","Intentional or unintentional discrimation practices based on products offered","Bank Customer Products Discrimination","Products:  Does the bank offer
    * sub-prime or ""pay-day"" loans? (High Risk) - No
   *high cost mortgage products (High Risk) - No
   *single premium credit life insurance? (High Risk) - No
   *special lending programs for low to moderate income 
                individuals - SBA, Rural Development, FSA
   *Mortgage Loans - Yes
   *Home equity lines of credit - Yes
   *Consumer Loans - Not real estate secured - Yes
   *Consumer Loans - Real estate secured (not HELOCs) - Yes
   *Other revolving loans - Yes
   *Commercial Loans - Yes","Convene incident response team and compliance committee to determine how to proceed from a product discrimination incident.  Determine if the incident was intentional or unintentional.  Document discrimination causes and institute procedural changes to prevent recurrence.",4.50,4.50,0.50,1.00,0.50,1.00,3.50,1.50,1.00,4.00,1.00,4.00,1.00,4.25,1.00,1.50,1.00,3.75,1.00,1.50,1.00,1.00,1.00,3.00,1.00,3.00,1.00,2.75,1.90,1/7/2011 0:00:00,0,1,0,0,1,0,0,"Carol Ann Howard",,,,"Loan Policy",,,,"Annual",1.90,1.90,,"Threat Unchanged","MDT",,"Compliance Risk",,3.81,,,,,
369,"Fair Lending",3.00,"Lending",,"All Locations","Intentional or unintentional discrimation for loan pricing","Loan Pricing","*  Does the bank allow its lenders, dealers or brokers to vary the interest rate or fees charged? (Answer ""no"" is loan is priced from standard rate sheet) - Yes

*  Does the bank use tiered pricing that is tied to a credit score or other factor(s) related to credit risk?  If yes, describe how the bank has ensured that the tiers should not result in unintentional (effects test) discrmination? 
     Add 25 bps for a credit score of 670-699; Add 50 bps for a credit score of 640-669. (allows for loans to be made with exception to policy which states a credit score of 650 or above.

*  If variable pricing is allowed, has the bank established guidelines regarding the proper circumstances for  granting exceptions to the rate guides, and are the
guidelines clear in their definition of permitted circumstances?
     Variances are at the officer's discretion.  Loan Policy requires that exceptions be documented and mitigated on the LOM.

* If the lender can vary the price or fees on the loan, describe the control that is in place to ensure consistent application on a non-discriminatory basis.
     Mitigation is required if an officer makes exception to rates on rate sheet.  If supporting documentation is not found, it is reported on the Quarterly Compliance Report provided to management.

*  If the bank allows the lender to vary price, is it common or infrequent practice?
     Common Practice.","Convene compliance committee and bank senior management to ascertain the seriousness of discrimination issues and failure to failure to follow existing bank policies.  Bank may involve outside compliance consultants and legal counsel.",3.50,4.25,0.75,1.00,0.75,1.00,4.00,3.00,1.00,3.50,1.00,4.00,1.00,4.00,1.00,2.50,1.00,3.75,1.00,3.75,1.00,2.00,1.00,3.50,1.00,1.50,1.00,3.15,2.79,1/7/2011 0:00:00,0,1,0,0,1,0,0,"Carol Ann Howard",,,,"Loan Policy",,,,"Annual",2.79,2.79,,"Threat Unchanged","MDT",,"Compliance Risk",,3.72,,,,,
370,"Fair Lending",3.00,"Compliance",,"All Locations","Intentional or unintentional discrimation based on type of delivery channels","Delivery Channels","*  Are brokers used to originate loans or generate applications?  If yes, describe in full, including how the broker is compensated. - No

*  Does the bank have dealers that originate indirect paper?  If yes, describe.
     Central Region has one RV dealer - Outdoor Living Center.  In 2008, they did 5  totally $64,887.53.   No loans have been made since then.

*  Does the bank accept phone and/or internet  applications?   
     The bank accepts telephone applications only.

*  Within the banks assessment area, are branches and LPOs located in or near high minority census tracts?
     The bank has limited high minority census tracts; however we do not avoid these areas in our branching or activities.

* Do all branches offer all products?  If only certain branches offer mortgage or home improvement products, determine if the branches that do offer the products serve high minority tracts?  Ensure that if the bank limits  services that there is no pattern of excluding the branches that serve high minority areas.
     Yes.  While not all branches are staffed with lenders, trust personnel and investment personnel, all products are offered in all locations.  Processes are in place to assist the customer for whatever bank product they desire.

*  Describe any other special factors that may encourage or limit applications from minority applicants.","Convene compliance committee and remediate any discriminatory shortcomings.  Track the process to detemine how a compliance violation occurred in this area",4.00,4.00,0.50,1.00,0.50,1.00,3.00,4.00,1.00,3.75,1.00,3.75,1.00,3.50,1.00,1.50,1.00,3.75,1.00,1.75,1.00,1.50,1.00,3.50,1.00,1.50,1.00,2.85,1.73,1/7/2011 0:00:00,0,1,0,0,1,0,0,"Carol Ann Howard",,,,"Loan Policy",,,,"Annual",1.73,1.73,,"Threat Unchanged","MDT",,"Vendor Risk",,3.46,,,,,
371,"Fair Lending",3.00,"Lending",,"All Locations","Intentional or unintentional discrimination based on underwriting practices","Underwriting Process","*  Is underwriting centralized? (Describe process)
     No, but the same lending policy is used in all markets.

*  If underwriting is decentralized, what processed are in place to ensure consistent application of credit granting criteria?
     Lenders all follow the same policy.  Exceptions to policy must be mitigated.

*  Does the bank have clear, written underwriting  standards/guidelines? - Yes

*  Are applications tracted formally to ensure compliance with Regulation B timing requirements?  If yes, are exception reports generated for management review and action?
     All applications that receive adverse action are reviewed.  Proper disclosures are a part of this review.  Additionally, proper disclosures are part of the loan review performed in each market on a quarterly basis.  Sample are chosen for these reviews.  Results are presented to Compliance Committee quarterly.

*  Is credit scoring used?  If yes, has the scoring process been reviewed to ensure that prohibited basis factors have not been used in the score model?  If age is used as a factor in the score, determine that the model is statistically sound, imperially derived and periodically revalidated.
     The credit score provided by the Credit Bureaus is used as a factor in the
decision making process; however a formal Credit Scoring System is not used.

*  Describe how the bank tracks, monitors and approves any overrides or underwriting exceptions.  Does this process include tracking trends in overrides or exceptions to identify trends?
     Documented on the LOM; Rates are spot reviewed daily; Note Department notes exceptions on the Officer's Exception Report; LTV exceptions report

*  Does the bank have a second review process for  denied, withdrawn and incomplete applications? Yes
       -Are there written procedures? - Yes
       -Does the review include a review to determine if there could have been other criteria or factors considered that could potentially qualify the applicant?
     Yes - when a 2nd officer signs off on the denial, he/she is staing they agree
with decision to deny.
       -Is there evidence that the review has been completed?
     Yes - 2nd officer initials the adverse action notice along with the servicing officer.
       -Is technical compliance with Regulation B included in the review?
     Not in this review process; however a separate review covers this area.

*  If there is no second review process, how does the  bank ensure that the denials were appropriate and not discriminatory? - N/A

*  To comply with technical Regulation B issues in the underwriting process:
       -Does the bank use the same underwriting process for joint applicants who are married as it does for joint applicants who are not married? - Yes
       -Does the bank use gross income in its analysis?  If so, how is tax exempt income grossed up? - Yes - Multiply by 25%
       -Are there circumstances where the spouse of the applicant is required to sign the note and/or security agreement? - Only in securing the bank's lien position.","Convene incident response team with Bank president and senior management.  Review pulic and reputation announcement options to maintain bank value and employee stability and ensure non-discriminatory practices are in place.",2.50,3.50,0.50,1.00,0.50,1.00,3.75,2.00,1.00,2.00,1.00,4.00,1.00,3.75,1.00,2.00,1.00,3.50,1.00,3.25,1.00,1.50,1.00,3.50,1.00,1.50,1.00,2.70,1.55,1/7/2011 0:00:00,0,1,0,0,1,0,0,"Carol Ann Howard",,,,"Loan Policy",,,,"Annual",1.55,1.55,,"Threat Unchanged","MDT",,"Operational Risk",,3.11,,,,,
372,"Fair Lending",3.00,"Human Resources",,"All Locations","Intentional or unintentional discrimation based on lender compensation.  Lenders might take extra risk in a manner inconsistent with prudent banking objectives to gain compensation.","Lender/Origination Compensation","*  Do lenders receive incentive compensation for increasing fees and/or interest rates above expected yields or rate sheet standards? (If yes, High Risk)
     Lenders receive compensation for origination fees, but rates are typically lower if the fee is charged.

*  Do lenders receive inventive compensation based on the size of the loan or the total loan volume generated? (Describe). - No
       - if yes, what control is in place to keep lenders from providing a low level of assistance to smaller dollar borrowers?","Bank senior management and Bank president will review lender compensation procedures to ensure fair compensation procedures are in place.  Management may involve personnel to ensure compensation procedures follow labor rules.",3.50,3.75,0.50,1.00,0.50,1.00,3.50,1.50,1.00,3.50,1.00,4.00,1.00,4.00,1.00,2.00,1.00,4.25,1.00,3.50,1.00,1.00,1.00,3.50,1.00,1.50,1.00,2.87,1.70,1/7/2011 0:00:00,0,1,0,0,1,0,0,"Carol Ann Howard",,,,"Loan Policy",,,,"Annual",1.70,1.70,,"Threat Unchanged","MDT",,"Reputational Risk",,3.40,,,,,
373,"Fair Lending",3.00,"Marketing",,"All Locations","Intentional or unintentional discrimination based on loan marketing practices","Loan Marketing","*  Generally describe the banks loan marketing strategy over the last one year.
      Very basic and general; very seldom target a specific product.

*  Is there any indication in that the bank's loan  marketing strategy would give preference to or discourage applicants on a prohibited basis? - No

*  Review the Bank's advertising for loan products that  have run over the last year, including review of the bank's web site. 
       -Has the Equal Housing Lender logo been included  where required? - Yes
       -If pictures of individuals are used is a reasonable mix of minorities included? - Yes - very seldom are pictures of individuals used.

*  Does compliance and/or legal review all loan  advertising? - That is the practice; however there have been cases where this was not done.

*  Has compliance or other party reviewed the total/overall advertising program to determine if there is any potential for a claim that the advertising, or lack thereof, could be construed as an attempt to avoid lending to certain groups on a prohibited basis. - Reviewed annually by outside consultants - DD&F Risk Management Group.","Convene compliance committee to ascertain the seriousness of compliance discrimination issues and failure to failure to follow existing bank policies.  Bank may involve outside compliance consultants and legal counsel.",3.75,4.00,0.50,1.00,0.50,1.00,4.25,1.50,1.00,2.50,1.00,4.00,1.00,4.25,1.00,1.50,1.00,3.75,1.00,1.50,1.00,1.00,1.00,4.00,1.00,1.50,1.00,2.55,1.81,1/7/2011 0:00:00,0,1,0,0,1,0,0,"Carol Ann Howard",,,,"Loan Policy",,,,"Annual",1.81,1.81,,"Threat Unchanged","MDT",,"Compliance Risk",,3.63,,,,,
